User id,round,bucket,location,percent duration,orientation,FPOGD,Acc
1,1,0,AI,0.14347894002493997,top,,1
1,1,0,Task,0.38331696261917303,top,,1
1,1,0,User,0.4003976627385778,top,,1
1,3,0,AI,0.28373852659566945,top,,1
1,3,0,Task,0.35928691642977356,top,,1
1,3,0,User,0.29975249975249973,top,,1
1,3,1,AI,0.6366130047666158,top,,1
1,3,1,Task,0.23617231765446534,top,,1
1,3,1,User,0.12721467757891897,top,,1
1,5,0,AI,0.22543466225420974,top,,1
1,5,0,Task,0.38830035395037227,top,,1
1,5,0,User,0.3862649837954179,top,,1
1,5,1,Task,0.7100814362888703,top,,1
1,5,1,User,0.2899185637111297,top,,1
1,7,0,AI,0.23839363644947414,top,,1
1,7,0,Task,0.24959525405148966,top,,1
1,7,0,User,0.25503600684440947,top,,1
1,7,1,Task,1.0,top,,1
1,9,0,AI,0.33793025723348924,top,,1
1,9,0,Task,0.40423426444636246,top,,1
1,9,0,User,0.2578354783201482,top,,1
1,9,1,AI,1.0,top,,1
1,10,0,AI,0.25416051795154543,bottom,2.50769,1
1,10,0,Task,0.33780669250478385,bottom,3.3329899999999997,1
1,10,0,User,0.4080327895436708,bottom,4.02588,1
1,10,1,AI,0.1619438271708075,bottom,0.19385,1
1,10,1,Task,0.3785400411020702,bottom,0.45311999999999997,1
1,10,1,User,0.21639571602813654,bottom,0.25903,1
1,2,0,AI,0.06840120107251611,bottom,4.06077,1
1,2,0,Task,0.4501279668448466,bottom,26.72272,1
1,2,0,User,0.47384453367480284,bottom,28.1307,1
1,2,1,AI,0.06251918481313139,bottom,0.27496,1
1,2,1,Task,0.37136113833301876,bottom,1.63325,1
1,2,1,User,0.4006130045179524,bottom,1.7619,1
1,4,0,AI,0.15649801587301587,bottom,1.77942,1
1,4,0,Task,0.3754678881008668,bottom,4.26916,1
1,4,0,User,0.42251350894967915,bottom,4.80408,1
1,4,1,Task,0.6447927001837965,bottom,0.7928499999999999,1
1,4,1,User,0.35520729981620336,bottom,0.43677,1
1,6,0,AI,0.14578237357781096,bottom,1.50427,1
1,6,0,Task,0.4561810710755335,bottom,4.7071499999999995,1
1,6,0,User,0.39803655534665555,bottom,4.1071800000000005,1
1,6,1,Task,0.4642549335926278,bottom,0.21008,1
1,6,1,User,0.5357450664073723,bottom,0.24243,1
1,8,0,AI,0.05874562581511564,bottom,0.7279100000000001,1
1,8,0,Task,0.505191721653345,bottom,6.25977,1
1,8,0,User,0.43606265253153936,bottom,5.4032,1
1,8,1,AI,0.12866163240058548,bottom,0.21008,1
1,8,1,Task,0.4751073303078741,bottom,0.77576,1
1,8,1,User,0.39623103729154036,bottom,0.64697,1
2,10,0,Task,0.5465306218662885,top,,0
2,10,0,User,0.31358198439506657,top,,0
2,10,1,Task,0.4912999298127992,top,,0
2,10,1,User,0.2202097235462345,top,,0
2,2,0,AI,0.15058768078086482,top,,0
2,2,0,Task,0.3407165375191115,top,,0
2,2,0,User,0.3537767015185965,top,,0
2,2,1,AI,0.1056014787024249,top,,0
2,2,1,Task,0.3668858609387562,top,,0
2,2,1,User,0.1498938385108532,top,,0
2,4,0,AI,0.007580228215289573,top,,0
2,4,0,Task,0.2305937526484323,top,,0
2,4,0,User,0.017687329353085382,top,,0
2,4,1,AI,0.2582967907011977,top,,0
2,4,1,Task,0.17003896945569014,top,,0
2,4,1,User,0.21093164774305412,top,,0
2,6,0,Task,0.4969352113591318,top,,0
2,6,0,User,0.36247928648016375,top,,0
2,6,1,AI,0.16269022579091516,top,,0
2,6,1,Task,0.3255529756812905,top,,0
2,6,1,User,0.1628627498903753,top,,0
2,8,0,Task,0.42506036989319984,top,,0
2,8,0,User,0.43451303966225713,top,,0
2,8,1,Task,0.31585028478437754,top,,0
2,8,1,User,0.36829943043124486,top,,0
2,1,0,AI,0.04214238778245454,bottom,1.37438,0
2,1,0,Task,0.3432308877780085,bottom,11.19371,0
2,1,0,User,0.42165875514407397,bottom,13.75146,0
2,1,1,AI,0.04632816639853346,bottom,0.19409,0
2,1,1,Task,0.41701555809101887,bottom,1.74707,0
2,1,1,User,0.4593551436223284,bottom,1.92445,0
2,3,0,AI,0.058318363562612274,bottom,0.45288000000000006,0
2,3,0,Task,0.26254466786424835,bottom,2.03883,0
2,3,0,User,0.26260776625266397,bottom,2.03932,0
2,3,1,Task,0.4118898281974366,bottom,0.22656,0
2,3,1,User,0.5881101718025633,bottom,0.32349,0
2,5,0,AI,0.09802039249007335,bottom,1.4397,0
2,5,0,Task,0.4757573653164267,bottom,6.98781,0
2,5,0,User,0.3578557928506457,bottom,5.2561,0
2,5,1,AI,0.1831604706046277,bottom,0.42065,0
2,5,1,Task,0.3240152920378644,bottom,0.74414,0
2,5,1,User,0.344954759603243,bottom,0.79223,0
2,7,0,Task,0.49811519469182103,bottom,6.74441,0
2,7,0,User,0.41821924303500924,bottom,5.66263,0
2,7,1,AI,0.20724958911958502,bottom,0.2749,0
2,7,1,Task,0.32928484190527885,bottom,0.43677,0
2,7,1,User,0.463465568975136,bottom,0.61475,0
2,9,0,Task,0.4384698071618772,bottom,6.61622,0
2,9,0,User,0.3889746006120878,bottom,5.86937,0
2,9,1,Task,0.10447842300821236,bottom,0.30762,0
2,9,1,User,0.07686612279831813,bottom,0.22632,0
4,1,0,AI,0.18975171955304404,top,,1
4,1,0,Task,0.4305854076013796,top,,1
4,1,0,User,0.3066617733544107,top,,1
4,1,1,AI,0.23680125970082105,top,,1
4,1,1,User,0.49145203014284106,top,,1
4,3,0,AI,0.13136672478242467,top,,1
4,3,0,Task,0.47584489071606745,top,,1
4,3,0,User,0.3927883845015079,top,,1
4,3,1,AI,0.4936816404638963,top,,1
4,3,1,Task,0.33318211062903147,top,,1
4,3,1,User,0.17313624890707227,top,,1
4,5,0,AI,0.185473248197418,top,,1
4,5,0,Task,0.3565148718623706,top,,1
4,5,0,User,0.4580118799402114,top,,1
4,5,1,AI,0.30778046727505315,top,,1
4,5,1,Task,0.3845246643808582,top,,1
4,5,1,User,0.30769486834408866,top,,1
4,7,0,AI,0.2002513511065487,top,,1
4,7,0,Task,0.4737636242867063,top,,1
4,7,0,User,0.325985024606745,top,,1
4,7,1,AI,0.27938688256163013,top,,1
4,7,1,Task,0.23518602747202766,top,,1
4,7,1,User,0.48542708996634226,top,,1
4,9,0,AI,0.18196390548801428,top,,1
4,9,0,Task,0.3443625935847242,top,,1
4,9,0,User,0.4736735009272615,top,,1
4,9,1,Task,1.0,top,,1
4,10,0,AI,0.2289701591201982,bottom,1.71454,1
4,10,0,Task,0.41481427073804256,bottom,3.10615,1
4,10,0,User,0.3562155701417592,bottom,2.66736,1
4,10,1,Task,0.3998727870242764,bottom,0.22632,1
4,10,1,User,0.6001272129757235,bottom,0.33966,1
4,2,0,AI,0.18595284150730884,bottom,2.73402,1
4,2,0,Task,0.3838843863329062,bottom,5.64416,1
4,2,0,User,0.430162772159785,bottom,6.32458,1
4,2,1,AI,0.3802986114133984,bottom,0.43683,1
4,2,1,Task,0.43656466286510254,bottom,0.50146,1
4,2,1,User,0.18313672572149914,bottom,0.21036,1
4,4,0,AI,0.05464781792755649,bottom,0.22626,1
4,4,0,Task,0.4531860986926163,bottom,1.8763400000000001,1
4,4,0,User,0.49216608337982715,bottom,2.03773,1
4,4,1,User,1.0,bottom,0.27472,1
4,6,0,AI,0.11899825423179672,bottom,1.0026899999999999,1
4,6,0,Task,0.4145730700716465,bottom,3.49323,1
4,6,0,User,0.4664286756965567,bottom,3.93017,1
4,8,0,AI,0.22668395295326862,bottom,3.10528,1
4,8,0,Task,0.3683307637501898,bottom,5.04566,1
