User id,round,bucket,location,percent duration,orientation,FPOGD,Acc
1,1,0,AI,0.09648711308757135,top,,1
1,1,0,Task,0.4078989112897759,top,,1
1,1,0,User,0.49561397562265275,top,,1
1,1,1,AI,0.25425812422512095,top,,1
1,1,1,Task,0.4011455113765345,top,,1
1,1,1,User,0.34459636439834457,top,,1
1,1,2,Task,0.24202843639699287,top,,1
1,1,2,User,0.20959379424491995,top,,1
1,3,0,AI,0.14573049141444594,top,,1
1,3,0,Task,0.3847649262040167,top,,1
1,3,0,User,0.4209285859043292,top,,1
1,3,1,AI,0.4403214269053136,top,,1
1,3,1,Task,0.3897592797051643,top,,1
1,3,1,User,0.16991929338952214,top,,1
1,3,2,AI,0.6163567223296504,top,,1
1,3,2,Task,0.1510160950607788,top,,1
1,3,2,User,0.08134511289545758,top,,1
1,5,0,AI,0.3468441072220865,top,,1
1,5,0,Task,0.3507973857512475,top,,1
1,5,0,User,0.30235850702666595,top,,1
1,5,1,AI,0.07367413575886217,top,,1
1,5,1,Task,0.46312386669574873,top,,1
1,5,1,User,0.46320199754538915,top,,1
1,5,2,AI,0.09380177064667726,top,,1
1,5,2,Task,0.5234371603966326,top,,1
1,5,2,User,0.38276106895669015,top,,1
1,7,0,AI,0.48005609939626026,top,,1
1,7,0,Task,0.3085502121390898,top,,1
1,7,0,User,0.21139368846464995,top,,1
1,7,1,AI,0.15433526262354547,top,,1
1,7,1,Task,0.1580166780919985,top,,1
1,7,1,User,0.2035126387310072,top,,1
1,7,2,Task,0.5436847486815197,top,,1
1,7,2,User,0.4563152513184803,top,,1
1,9,0,AI,0.30454911793677797,top,,1
1,9,0,Task,0.40576699203008865,top,,1
1,9,0,User,0.28968389003313333,top,,1
1,9,1,AI,0.3692716551781413,top,,1
1,9,1,Task,0.3755585084295324,top,,1
1,9,1,User,0.2551698363923262,top,,1
1,9,2,AI,0.7745287723147503,top,,1
1,9,2,Task,0.22547122768524985,top,,1
1,10,0,AI,0.24318655130214484,bottom,1.13269,1
1,10,0,Task,0.3369044807523026,bottom,1.5692,1
1,10,0,User,0.4199089679455525,bottom,1.95581,1
1,10,1,AI,0.21375935134166557,bottom,0.95435,1
1,10,1,Task,0.32257761053621825,bottom,1.4401799999999998,1
1,10,1,User,0.46366303812211623,bottom,2.0700700000000003,1
1,10,2,AI,0.3165437237286739,bottom,0.6145,1
1,10,2,Task,0.4001122970411275,bottom,0.77673,1
1,10,2,User,0.13343258056540014,bottom,0.25903,1
1,2,0,AI,0.013715996491256712,bottom,0.43688,1
1,2,0,Task,0.48301009736951,bottom,15.38477,1
1,2,0,User,0.5032739061392333,bottom,16.03021,1
1,2,1,AI,0.1832695592884879,bottom,3.4298,1
1,2,1,Task,0.37591740312730604,bottom,7.03511,1
1,2,1,User,0.41662057943275027,bottom,7.79685,1
1,2,2,AI,0.03553791392710428,bottom,0.46904999999999997,1
1,2,2,Task,0.44975217030923026,bottom,5.93609,1
1,2,2,User,0.4595600435804458,bottom,6.0655399999999995,1
1,4,0,AI,0.1743384940543979,bottom,0.67969,1
1,4,0,Task,0.2530215354940647,bottom,0.98645,1
1,4,0,User,0.5726399704515374,bottom,2.23254,1
1,4,1,AI,0.18037823120325416,bottom,1.09973,1
1,4,1,Task,0.38728513318462143,bottom,2.3612,1
1,4,1,User,0.3474429208765254,bottom,2.11829,1
1,4,2,Task,0.6582603153149694,bottom,1.7143599999999999,1
1,4,2,User,0.34173968468503063,bottom,0.89002,1
1,6,0,AI,0.2595502541856854,bottom,1.09973,1
1,6,0,Task,0.3551141593463392,bottom,1.50464,1
1,6,0,User,0.3853355864679755,bottom,1.63269,1
1,6,1,AI,0.04331795589420143,bottom,0.19409,1
1,6,1,Task,0.5740092264634791,bottom,2.5719,1
1,6,1,User,0.3826728176423194,bottom,1.7146,1
1,6,2,AI,0.10248556095565534,bottom,0.21045,1
1,6,2,Task,0.4094016927527198,bottom,0.8406899999999999,1
1,6,2,User,0.48811274629162493,bottom,1.00232,1
1,8,0,AI,0.03377747943207969,bottom,0.21033,1
1,8,0,Task,0.48573855816590195,bottom,3.02466,1
1,8,0,User,0.4804839624020183,bottom,2.99194,1
1,8,1,AI,0.10559107582205501,bottom,0.51758,1
1,8,1,Task,0.5576387160477708,bottom,2.7334,1
1,8,1,User,0.33677020813017416,bottom,1.65076,1
1,8,2,AI,0.07256599263562945,bottom,0.21008,1
1,8,2,Task,0.44126465447561675,bottom,1.27747,1
1,8,2,User,0.4861693528887538,bottom,1.40747,1
2,10,0,Task,0.7328735051372747,top,,0
2,10,0,User,0.20166077143338385,top,,0
2,10,1,Task,0.4596361066949302,top,,0
2,10,1,User,0.5269552640876171,top,,0
2,10,2,Task,0.25017025787925384,top,,0
2,10,2,User,0.2441743721521298,top,,0
2,2,0,AI,0.18766008020004465,top,,0
2,2,0,Task,0.31396755997111236,top,,0
2,2,0,User,0.28786459248270974,top,,0
2,2,1,AI,0.13231197771587744,top,,0
2,2,1,Task,0.36762908866983224,top,,0
