User id,round,bucket,location,percent duration,orientation,FPOGD,Acc
1,1,0,Task,0.7965364790680133,top,,1
1,1,0,User,0.20346352093198675,top,,1
1,1,1,Task,0.4461035132102029,top,,1
1,1,1,User,0.5538964867897971,top,,1
1,1,2,AI,0.17724134692152352,top,,1
1,1,2,User,0.8227586530784765,top,,1
1,1,3,AI,0.32004254371861784,top,,1
1,1,3,Task,0.6799574562813822,top,,1
1,1,4,Task,0.21793510137437977,top,,1
1,1,4,User,0.7820648986256202,top,,1
1,1,5,AI,0.36004252373417717,top,,1
1,1,5,Task,0.6399574762658228,top,,1
1,1,6,AI,1.0,top,,1
1,1,7,Task,1.0,top,,1
1,1,8,Task,0.24202843639699287,top,,1
1,1,8,User,0.20959379424491995,top,,1
1,3,0,Task,0.5242659017121458,top,,1
1,3,0,User,0.47573409828785407,top,,1
1,3,1,AI,0.40492196348979864,top,,1
1,3,1,Task,0.2855062443918154,top,,1
1,3,1,User,0.309571792118386,top,,1
1,3,2,AI,0.3870646640794315,top,,1
1,3,2,Task,0.24609394687767755,top,,1
1,3,2,User,0.366841389042891,top,,1
1,3,3,Task,0.3206814071524415,top,,1
1,3,3,User,0.4527857184528324,top,,1
1,3,4,Task,1.0,top,,1
1,3,5,AI,0.34294843504510386,top,,1
1,3,5,Task,0.22853813970731016,top,,1
1,3,5,User,0.4285134252475859,top,,1
1,3,6,AI,0.7060848902198028,top,,1
1,3,6,Task,0.29391510978019714,top,,1
1,3,7,AI,0.6468471742685807,top,,1
1,3,7,User,0.35315282573141926,top,,1
1,3,8,AI,0.5804342191829981,top,,1
1,3,9,AI,0.6366130047666158,top,,1
1,3,9,Task,0.23617231765446534,top,,1
1,3,9,User,0.12721467757891897,top,,1
1,5,0,AI,1.0,top,,1
1,5,1,AI,0.08813918947591766,top,,1
1,5,1,Task,0.4215937679973326,top,,1
1,5,1,User,0.4902670425267497,top,,1
1,5,2,AI,0.34233428222854817,top,,1
1,5,2,User,0.6576657177714518,top,,1
1,5,3,AI,0.22816470792315363,top,,1
1,5,3,Task,0.7718352920768463,top,,1
1,5,4,Task,0.3455508569886185,top,,1
