User id,round,bucket,location,percent duration,orientation,FPOGD,Acc
1,1,0,AI,0.16544449871779215,top,,1
1,1,0,Task,0.40494718524850404,top,,1
1,1,0,User,0.4296083160337037,top,,1
1,1,1,Task,0.24202843639699287,top,,1
1,1,1,User,0.20959379424491995,top,,1
1,3,0,AI,0.2610840737938625,top,,1
1,3,0,Task,0.38672057554219674,top,,1
1,3,0,User,0.32264035767402277,top,,1
1,3,1,AI,0.6163567223296504,top,,1
1,3,1,Task,0.1510160950607788,top,,1
1,3,1,User,0.08134511289545758,top,,1
1,5,0,AI,0.22838572878594732,top,,1
1,5,0,Task,0.39950703241134844,top,,1
1,5,0,User,0.37210723880270424,top,,1
1,5,1,AI,0.09380177064667726,top,,1
1,5,1,Task,0.5234371603966326,top,,1
1,5,1,User,0.38276106895669015,top,,1
1,7,0,AI,0.2782564751832244,top,,1
1,7,0,Task,0.2152874939686815,top,,1
1,7,0,User,0.20651100152815802,top,,1
1,7,1,Task,0.5436847486815197,top,,1
1,7,1,User,0.4563152513184803,top,,1
1,9,0,AI,0.34876734091747286,top,,1
1,9,0,Task,0.38512865613208885,top,,1
1,9,0,User,0.26610400295043835,top,,1
1,9,1,AI,0.7745287723147503,top,,1
1,9,1,Task,0.22547122768524985,top,,1
1,10,0,AI,0.2287844074411059,bottom,2.08704,1
1,10,0,Task,0.3298926805739781,bottom,3.0093799999999997,1
1,10,0,User,0.44132291198491613,bottom,4.02588,1
1,10,1,AI,0.3165437237286739,bottom,0.6145,1
1,10,1,Task,0.4001122970411275,bottom,0.77673,1
1,10,1,User,0.13343258056540014,bottom,0.25903,1
1,2,0,AI,0.0764674229136875,bottom,3.86668,1
1,2,0,Task,0.44337531050775447,bottom,22.41988,1
1,2,0,User,0.4712036873518902,bottom,23.82706,1
1,2,1,AI,0.03553791392710428,bottom,0.46904999999999997,1
1,2,1,Task,0.44975217030923026,bottom,5.93609,1
1,2,1,User,0.4595600435804458,bottom,6.0655399999999995,1
1,4,0,AI,0.17802246615470194,bottom,1.77942,1
1,4,0,Task,0.3349163822047565,bottom,3.3476500000000002,1
1,4,0,User,0.4352797464453933,bottom,4.35083,1
1,4,1,Task,0.6582603153149694,bottom,1.7143599999999999,1
1,4,1,User,0.34173968468503063,bottom,0.89002,1
1,6,0,AI,0.14841385006280364,bottom,1.29382,1
